Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,2030 Logistic,2030 Linear,Logistic evaluation R2,Logistic evaluation PBIAS,Logistic evaluation NRMSE,Linear evaluation R2,Linear evaluation PBIAS,Linear evaluation NRMSE,5-Fold validation mean R2,5-Fold validation mean PBIAS,5-Fold validation mean NRMSE
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),418,Lao People's Democratic Republic,197303.94717148255,551649.8107186928,0.18893341628818827,3.9117966981827803,0.9005923515730143,0.1672783618175534,1.0370211168352712e-12,0.9125358284376819,-65.77140966688991,246.18658760296117,5.210493849776047
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),422,Lebanon,1337.341728615802,413.49205357143,0.24764627205413037,-45.75517412391388,0.8673832647370306,0.12903489178628358,9.900890252633501e-13,0.9332551142178203,-4041.224642452272,67.46009928094527,31.943340014216467
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),430,Liberia,81417.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),450,Madagascar,318359.2875851708,327598.15974938497,0.015298321494090161,0.014811677215488846,0.9923213584851983,0.015686481195695934,5.0074603811472366e-14,0.9921257575551116,-2.946392031230835,55.86335860489646,1.9206085970996347
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),454,Malawi,3301405.6954971203,431551.6841391325,-0.13825035845083744,23.62870539070297,1.0668881658594012,0.042185410808526114,1.20842113712479e-12,0.9786800239053999,-126.62608953269348,240.50318312696612,6.751792101454869
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),458,Malaysia,274640.125557905,327907.49450000003,0.18255937989624416,4.612607274313379,0.9041242282472889,0.19425525030839808,1.7398218926033537e-13,0.8976328590752468,-45.88279277275656,122.04596954553327,4.253884153782681
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),462,Maldives,,-3450.215500794002,0.18255937989624416,,,0.24702898805347717,1.5818603010365214e-12,0.8677390229478693,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),466,Mali,520279.56199926103,336066.70136898383,0.8288139847772428,-31.520432233268416,0.4137463174733489,0.4153745691601768,4.2122233542008035e-12,0.7646080243103803,-16.77737220008189,-60.151605677917374,3.0136657321918032
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),480,Mauritius,793.5035597650087,760.7016934545463,0.0023065086301503612,-0.009917196514815586,0.9988460799191483,0.0022238312474741617,-2.333270450802896e-13,0.9988874655097668,-5.656601601120848,68.29178525518593,2.3942885409163126
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),484,Mexico,418306.90457202645,418191.38566176465,4.5233970391689304e-05,2.557643531427405e-05,0.9999773827590344,4.4829264341905706e-05,1.7757453573299699e-15,0.9999775851166154,-12.00158206918226,104.53584304498862,3.102829793762741
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),496,Mongolia,38826.48055710097,38994.45514705917,0.07755727026448211,3.1876549697427805,0.960438821443364,0.09076843292394032,2.505236140274029e-12,0.9535363480623378,-244.24231867749023,60.0165363134922,9.668383855071875
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),499,Montenegro,8017.872003343186,5627.430684087914,0.05383502455604805,-0.33181425455925045,0.9727101189172198,0.05218629531025454,4.1819954703200025e-13,0.9735572426363769,-11.724202004209552,79.28717029287883,2.5783078731351665
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),504,Morocco,868.9355109171753,-6154.452857143013,0.026884400943205655,4.978361039263674,0.9864662178994242,0.03833401213971843,-1.4163744080884463e-12,0.9806456994553545,-188.68072227184854,940.5358247310594,10.510758536374677
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),508,Mozambique,988573.2579913323,1133235.5974331647,0.21073040950604605,1.5661476355686432,0.8884084592651929,0.19499522141900516,-5.259891456857144e-13,0.8972205852414415,-275.9426894806892,124.49817300073805,8.298616598646968
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),516,Namibia,567924.9853471164,510603.9841269851,0.015895674326716902,-0.18079274156873262,0.9920203252319396,0.013850729662889472,5.976259012959232e-13,0.9930504873052078,-11114.182343248489,3351.707865672866,53.887914033581836
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),524,Nepal,3499181.69816687,3231384.8851195276,0.037425803215472175,7.222488075365906,0.9811086569715549,0.05166731819347681,1.6520013834444807e-12,0.9738237426796101,-512.224653227284,854.066548955856,16.19113665379326
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),548,Vanuatu,404791.8586383485,188792.07142857462,0.9899714565511987,-9.066573231223087,0.10014261554803398,0.3292165022534801,5.488052885182549e-12,0.8190137347728181,-30975690.188472133,38178.21834165003,2490.6465397219063
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),554,New Zealand,4005.614060202444,-112151.14748800173,0.40896184639185484,5.861068874095351,0.7687900582136485,0.19307057348210865,-6.570874586711979e-12,0.8982925061013765,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),558,Nicaragua,461.420809618034,-7925.547513721976,0.03797504455882772,1.8299922662380612,0.9808287085119257,0.03220400658933764,1.0656148426040987e-12,0.9837662290456317,-123.22607669327891,401.8838809342923,8.514076693440627
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),562,Niger,4187365.9723842572,7085119.857142925,0.354571990761705,-5.751170307076705,0.803385342932204,0.3022539034521905,4.094901966588284e-12,0.8353119755802675,-0.14038444636919772,-57.972173014625106,0.9604895578589703
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),578,Norway,20998.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),583,Micronesia (Federated States of),31916.77985697543,352326.0,1.0,2.3852849190966043e-07,2.708587191508662e-09,1.0,0.0,0.0,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),584,Marshall Islands,180892.03272987608,79989.54999999888,0.8468742661024125,-0.6312982049761394,0.3913128338012792,0.6034122684762615,-3.654567115640048e-12,0.629752119110161,-0.6688673940157903,-89.04496004252815,1.29184650559414
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),585,Palau,1324.62493,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),586,Pakistan,591751.9203034501,-922615.825509131,0.03761152973721049,2.938136488752218,0.9810140010533944,0.0459569084816801,-1.475598154788225e-12,0.976751294607957,-48.51217068198423,331.11123195578256,5.783190848031261
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),591,Panama,4089.004703338928,-15734.430628823582,0.11224309497559737,15.372773303940788,0.9422085252344103,0.1130525736590321,4.098709273611658e-13,0.9417788627597073,-7.719781393987813,69.87219694133071,2.34472696555627
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),598,Papua New Guinea,1.0000000000000002,-12728.285714285448,0.2632912478558521,17.161055320159644,0.858317395923063,0.07824522823088043,9.580719432716221e-13,0.9600806069123153,-276255.4845529104,5598.504849965906,337.20185122679544
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),600,Paraguay,118221.33732837062,181216.90000000037,-0.005961920062604875,3.1400407738400937,1.00297653016539,0.00684966719649327,1.5309185693397607e-13,0.9965692814869956,-9.742566101002637,161.08446031733828,3.11592779132841
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),604,Peru,1269227.3543011807,1269351.1448809523,0.00014141110902643472,0.00021973035268640383,0.9999292919456723,0.00013980446962125193,-2.7578815285020383e-14,0.9999300953218574,-8.292439770074683,35.64541451440462,2.639933818942958
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),608,Philippines,16818195.895066693,7802429.036764741,-0.919927487721893,223.4393483291555,1.3856144801934964,0.0026211879252900916,3.573854086906269e-13,0.9986885460816649,-203.82280383823758,643.9475825999579,11.405138038738427
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),624,Guinea-Bissau,4.5736212717639555,-40203.0,0.9999999999999749,-1.1377328824831113e-05,1.5824033190887993e-07,1.0,0.0,0.0,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),626,Timor-Leste,18250.619960000015,-155716.6524794288,0.9619643487416634,32.73628265092029,0.1950273090065507,0.3006075828640714,9.406848093905682e-13,0.8362968474984996,-260.658567719949,90.10232684145569,8.550396537160141
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),642,Romania,14462.831046988731,-16496.514285714366,0.6579246502054424,-1.2410134412189616e-08,0.5848720798555506,0.13873901113872866,-6.785815014812715e-13,0.9280414801404469,-3.323344534750313,12.710203457493543,1.8136887769924364
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),643,Russian Federation,67370.50512294573,107924.5524475528,-0.0047090903821191965,2.3828842829545045,1.0023517797570467,0.01765546893147496,0.0,0.9911329532754548,-4.976603460084066,61.85962911997012,1.889896887479572
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),646,Rwanda,7742.36249,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),659,Saint Kitts and Nevis,5.090573565342082,-50.6512500000008,0.024426865599516567,1.8023453616449663,0.9877110581543993,0.02846410681946765,-3.366929987772388e-12,0.9856652033933896,-2101.7730150163816,1178.8358837692601,28.487892755278864
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),662,Saint Lucia,6130.590980356757,7749.433571428526,0.006136614016075792,1.203023977540044,0.9969269712390794,0.008516748938618868,-2.792937164513436e-12,0.9957325198372207,-62252.34911076429,23597.409568975716,249.5062105655174
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),670,Saint Vincent and the Grenadines,9946.429273360858,18102.648484848673,0.15648669684494199,-1.3163878496880157,0.9184298030633904,0.1249777448609557,2.8672841803376695e-12,0.9354262424900449,-110078.51520716501,4495.604129365085,168.55192639138397
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),686,Senegal,8886.239675832705,-22827.04005727358,0.02473206098473424,2.2199417896547184,0.9875565497809559,0.0257462280178401,-6.256049311243732e-13,0.9870429433323353,-67.30406175540735,438.6872210868602,7.145586601084768
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),688,Serbia,20729.95036162053,11359.967865440063,0.03123134782022663,3.3092613450030277,0.9842604595226679,0.0317220064892616,-1.3691515521790758e-12,0.9840111755009383,-0.98358606030115,36.4829849632351,1.2894087516048256
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),690,Seychelles,723.9733573111288,911.5568708184146,0.05768384063610743,10.966838208969477,0.9707297045851088,0.0703541306818789,1.0441872132657257e-12,0.9641814504117578,-1030.1327239064653,886.33906839457,30.436780144225438
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),694,Sierra Leone,7467.712590000001,17529.711960420245,0.5126358565278695,-4.937514936977143,0.6981147065290421,0.30760860340955953,3.33631010374719e-13,0.8321005928314439,-10.650250090261675,135.06449787332573,3.1713854080406065
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),704,Viet Nam,1757540.7484334367,1114429.7400880978,0.04527259708145048,-0.9118706386023699,0.9771015315301421,0.03674031538482381,4.4590435707146243e-13,0.9814579382811961,-1.7782501874308134,-78.936720826251,1.6668083835374758
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),705,Slovenia,334.0365358010194,-2287.279411764699,0.04412660236441801,2.660346630618075,0.9776877812653598,0.04734259199985069,-1.0926399345528634e-12,0.9760417040271124,-162.7611091919954,629.4542392631358,6.783923230596865
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),706,Somalia,232.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),710,South Africa,41737.47412567483,586422.0,0.9999999745649627,0.011006664648319843,0.00015948365854881827,1.0,0.0,0.0,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),716,Zimbabwe,702363.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),728,South Sudan,500.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),729,Sudan,86213.71553432719,-4759397.214022875,0.6642342110549737,-0.5111949932250403,0.5794530084010492,0.6367100542426689,-1.1873364343955169e-12,0.6027353861831336,-6.534984236593557,36.66508382704277,1.9077283205678612
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),748,Eswatini,372348.004853111,429785.6190476194,0.09840192540949844,0.6692467247308301,0.9495251837579146,0.09857202959548039,-1.14347209607177e-13,0.9494356062443201,-24981.68771314586,3124.8067601630055,71.8887422646485
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),752,Sweden,582221.277663297,1074639.199999988,0.9999908042411441,0.15713289443545791,0.0030324509651299372,0.8196468563548325,-3.0716915925057185e-12,0.4246800485602867,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),756,Switzerland,325901.0636306275,303584.5904761907,0.024709973530096963,0.0014268818060896424,0.9875677325985812,0.007921612431673442,1.2814059846717653e-13,0.996031318568009,-2.9246042631117817,9.389252303812196,1.9058438142114436
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),760,Syrian Arab Republic,5932.249999887097,16252.985000000102,0.05726148946466858,3.299947014556629,0.9709472233521919,0.034670784638788255,2.471051421759536e-13,0.9825116871372123,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),762,Tajikistan,2284.9810366258976,-22336.500000000466,0.9788092708621227,-9.458126383361612e-12,0.14557035803307408,0.5988226185371807,-6.089994602743004e-12,0.633385649871245,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),764,Thailand,142823.43999421492,252978.0,0.5179673577868866,1.4858744556658405e-08,0.6942857064732885,0.12922609250444217,0.0,0.9331526710541838,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),768,Togo,12266738.151311794,3472660.9485293627,0.9997573013197278,-2.7618797291869512,0.01557878943538719,0.17301184899282152,-5.933065580687447e-12,0.9093888887638657,-82.1402744992328,188.60344671989236,5.381070433706968
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),776,Tonga,171190.00197509915,100899.70619945973,0.9962506730321495,-6.660448726274342,0.06123174803850065,0.42528841016655483,-1.2167126708311914e-11,0.7580973485202577,-233929.83249144343,5651.715205394953,342.6955348184104
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),780,Trinidad and Tobago,35804.50200000001,51634.93099373393,0.7468814453721695,-1.7664315329951632,0.5031088894343158,0.3705240287261291,8.16161025307631e-13,0.7933952175768838,-3.8980024581833486,43.50249675156876,1.4948925364813785
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),784,United Arab Emirates,353.00000000000006,406.40659340659477,0.26724907527086894,3.482520892930359,0.8560087176712228,0.07945919331933449,9.583085431917585e-13,0.9594481782153039,-26.4009190926562,-1.3512580377771528,3.7227606203615786
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),788,Tunisia,37432.99008938159,24088.479648984037,0.3107039410852147,-12.404860537268796,0.830238555425358,0.2298519302719727,-4.084277868552797e-12,0.8775808052413335,-770.6797716586321,983.5815574237097,14.212415956788334
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),792,Turkey,178270.01380504534,88610.23372023739,0.09906364418529212,-3.925696143844322,0.9491766726035296,0.07323389937159286,-5.881499179586061e-13,0.9626869172417413,-2.3937341445862033,-16.20136762291443,1.610180003692418
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),798,Tuvalu,4555.956356838472,13413.0,1.0,5.686366535997991e-08,1.5459659128735741e-09,1.0,0.0,0.0,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),800,Uganda,38406.45266414773,38556.30722475448,0.0063918157738850345,0.15554960519157404,0.9967989688127264,0.006564934337493611,4.835964976808467e-13,0.9967121277793836,-11.320180570156499,107.84669226280002,2.6023144293627416
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),804,Ukraine,1165160.384507098,540203.9604456574,0.99476561196232,-12.758540633427543,0.07234907074510323,0.18145582394676363,-3.5821419368026692e-12,0.9047343124106859,-1.6962397524272508,-75.10911481155773,1.5238901462715784
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),818,Egypt,312839.8007811174,72159.88970588241,0.9662253550986195,2.2393938870922507e-09,0.18377879339407047,0.09392367089192222,-6.706990026649276e-13,0.9518804174412234,-0.879124699727293,-14.82201220412234,1.298161053051534
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),834,United Republic of Tanzania,233365.77776363865,313138.1345724985,0.4684070863394919,4.442950764864465,0.7291041857378875,0.43156396153711085,-3.6280047121916537e-12,0.7539469732434032,-0.5478985468108001,47.74011283756452,1.1674006873558784
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),840,United States of America,266221.00000000006,345255.6000000015,0.2166005308217417,9.493644391297815,0.8850985646685109,0.0033333179672849766,4.130165233605743e-13,0.9983319498206571,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),854,Burkina Faso,6168.3512319402,-14080.028571428731,0.05057796942280324,0.8457426976155727,0.9743828973135751,0.04908112448404167,-6.842878264050069e-13,0.9751506937473605,-378.84926736621287,165.2544340799365,11.547768332728852
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),858,Uruguay,26454.36045171104,30741.132352941204,0.17764476564283682,0.3570827171732621,0.9068380419662396,0.16950985525591433,0.0,0.911312320087952,-0.7979729657447866,0.7763529431377492,1.163228041985612
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),860,Uzbekistan,1.0,,,,,,,,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),862,Venezuela (Bolivarian Republic of),6914.369991063939,-65521.023772725835,0.196359406829138,1.3623241449206158,0.896460034341109,0.1966721272659241,4.31817524822727e-12,0.8962855977500006,-9.93898275580485,-1.309527825455362,2.346351313326117
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),882,Samoa,8069.65214037004,7466.360180540534,0.7925877212748138,1.11773319315707,0.45542538217054424,0.018239202405346377,-2.4796284646774675e-13,0.9908384316298263,,,
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),887,Yemen,425744.64412419306,-4359482.585502863,0.6087477015921346,4.940150315459146,0.6255016374142159,0.2204662908719841,6.486089917109045e-13,0.8829120619450251,-2.4362331930933117,37.290383272279456,1.8537079578761353
13,13.1,13.1.1,VC_DSR_AFFCT,Number of people affected by disaster (number),894,Zambia,3059512.7233163333,1765123.0037428439,0.9999712828549955,-0.9000105256736829,0.005358838027454442,0.27424549127491216,-7.751524504696976e-12,0.8519122658613902,-6.191746478866828,-53.20320664427874,2.0093323743705174
